seed,domain,PC1,PC2
200001,wide,3.0659112351752755,-0.11908449484781017
200002,wide,2.818562761779024,0.6730500638717938
200003,wide,2.1810671952549314,0.24041429093289443
200004,wide,2.8593545751296823,0.17660103488082152
200005,wide,2.692304492800586,0.5910471367166552
200006,wide,2.160181581262417,-0.10088506309283632
200007,wide,1.96899126893917,-0.3635324452057598
200008,wide,2.448410072485214,0.1083545164123649
200009,wide,2.0126717528170066,0.15564245194954035
200010,wide,2.553426244158758,0.13419431901771495
200011,wide,2.134448925661013,0.2102460921259169
200012,wide,2.438595312345714,0.09401745708263913
200013,wide,3.0030200627347856,0.7824830631131714
200014,wide,2.538908042617555,0.046987629959686986
200015,wide,2.1366340348708133,0.06654676206276254
200016,wide,1.5824971124776517,-0.7328991420410598
200017,wide,2.3290842075666407,0.32333330630080687
200018,wide,2.152477994400663,-0.440278711066336
200019,wide,1.9381689312174872,-0.04245462618559291
200020,wide,2.02032968329226,-0.23949256885517922
200021,wide,1.8549953091258526,-0.6999665215507613
200022,wide,2.961139345322178,0.15258196168373073
200023,wide,2.341385805126654,-0.12569612898144286
200024,wide,2.5004624007532077,0.540089311552885
200025,wide,2.215759639341281,-0.6158578320827429
200026,wide,1.7329449549227418,-0.34732463735749364
200027,wide,2.161815119011165,-0.48448903916127745
200028,wide,2.707922173732106,0.27680170371563706
200029,wide,2.4612743485448054,0.15998507652099825
200030,wide,2.3695483434973346,0.21214023364337145
200031,wide,1.8218179588396912,0.12429993447093463
200032,wide,2.3000398936237927,0.006985987380153907
200033,wide,1.9341659382612284,-0.2346195410209494
200034,wide,2.6832987597848716,-0.4402036133262945
200035,wide,2.6107971443932554,0.5376555547165349
200036,wide,2.378020124266507,0.2318717598747862
200037,wide,2.510997859668433,0.1431184638524496
200038,wide,2.3829201302023924,-0.011019347927804695
200039,wide,2.152683737890764,0.2752800450790194
200040,wide,2.940885540075872,0.8135691849349929
200041,wide,2.167898264859777,-0.12904772043972185
200042,wide,2.7899674397447587,0.06991343930738558
200043,wide,2.0102271674989636,-0.440564794863956
200044,wide,2.1768784512498587,0.24988783892245212
200045,wide,1.6703614146951817,-0.04016055463150681
200046,wide,2.561949936809768,0.4699947785696313
200047,wide,2.6505278433055337,0.029081771949596134
200048,wide,2.4960915348536385,-0.07880868377465165
200049,wide,2.3124445387866133,0.2135564678153978
200050,wide,2.2831798255560627,0.0691802990170553
200051,wide,2.658755825212511,0.30968221113429834
200052,wide,2.3560708380746616,-0.04034913934211532
200053,wide,2.5159282455544916,-0.49124681145556925
200054,wide,2.370386533503221,0.37024542950289935
200055,wide,1.8847687465839074,-0.18782196529439713
200056,wide,2.2586853386085437,0.5375340556397744
200057,wide,2.1758583050469253,-0.2770068019847105
200058,wide,3.0075923804474467,0.14396161017905043
200059,wide,2.8853281276216407,0.13521505172199844
200060,wide,2.4228658010716306,-0.3088389694281384
200061,wide,2.2981244202559865,0.09449441727261682
200062,wide,1.6798162595034454,-0.7751393805057235
200063,wide,1.9990069945890876,0.3641393336186744
200064,wide,2.338656264112092,0.495511551113684
200065,wide,2.610981446627577,0.16643834761261644
200066,wide,2.937682147680447,0.47658297790766746
200067,wide,2.307153867590337,-0.35518731864850006
200068,wide,2.4787341302460852,0.24122487482123386
200069,wide,2.1263550638654367,-0.11901445152129264
200070,wide,1.9936552210261813,-0.5001074963009169
200071,wide,2.2315062738115463,0.03945136398554512
200072,wide,1.8966158633439099,-0.17542188967115768
200073,wide,2.1399176762802976,-0.014677756746429344
200074,wide,2.722493737227014,0.284725826943141
200075,wide,2.1410054493185684,-0.13158274884637114
200076,wide,2.1517453451749153,-0.24615989973321725
200077,wide,2.438750145813544,0.8098226488003074
200078,wide,2.5125044020654506,0.5872451425625785
200079,wide,2.1270563692798206,0.5851516785265145
200080,wide,3.0084833234650294,0.5088690868785632
200081,wide,2.2949698249031587,-0.37715180261378545
200082,wide,2.2872780498255976,0.06781257166835761
200083,wide,2.459375973238407,0.0799918062711006
200084,wide,2.4214540719711652,0.05114973257200128
200085,wide,2.2467959648075917,-0.2703566070736036
200086,wide,2.434092087254518,-0.13974505614095423
200087,wide,1.4413627132413416,-0.5965236879806343
200088,wide,3.2137165719481677,0.4631149085752443
200089,wide,2.1767532626193704,-0.33145751248850497
200090,wide,2.880479088609755,0.4114458125143062
200091,wide,2.7652747778971314,0.36071069819557283
200092,wide,2.797849251227034,0.37386047191529714
200093,wide,1.9798640678766382,-0.34967613525176827
200094,wide,2.2413133887168084,-0.5649375076794639
200095,wide,2.582471403138906,0.21932376566058023
200096,wide,1.8787609809580967,-0.27258690009597375
200097,wide,2.756815964673013,0.5095499576454503
200098,wide,2.641030526913779,-0.08542116235951776
200099,wide,2.4966560459390292,0.23004710027215536
200100,wide,2.350669747900417,-0.18151958478134178
100001,longcp,-2.1442380536535555,-0.898946085106091
100002,longcp,-2.056420594623107,-1.1706874161616376
100003,longcp,-2.675361562052928,0.9016803520084709
100004,longcp,-1.9840499959088531,0.26524636977877597
100005,longcp,-2.494714651179631,0.1717185141141194
100006,longcp,-1.9830477800552075,-2.0062227785728055
100007,longcp,-2.124969185486345,0.9682818745180101
100008,longcp,-2.3207876260006692,0.28137179782900856
100009,longcp,-2.1168153062408437,-1.2164023648808413
100010,longcp,-2.091318603212892,-0.7212094704030063
100011,longcp,-2.116399660680021,-1.8405884695751558
100012,longcp,-2.3273141395700376,-0.243315179637134
100013,longcp,-2.8699020276498435,-1.7735450062990412
100014,longcp,-1.4639946135167083,-2.0329679138854835
100015,longcp,-2.823318831794276,1.0159144789450274
100016,longcp,-2.7360161348962406,1.2345678721017257
100017,longcp,-2.0523977789025403,-1.54122177577883
100018,longcp,-1.4624685076880757,-1.5382631046663202
100019,longcp,-2.9456072401936817,1.6928433061613986
100020,longcp,-2.235758039385137,-1.4504675684899662
100021,longcp,-2.2988960033603156,-0.5842248235010257
100022,longcp,-2.5986651275451087,0.7649275052129484
100023,longcp,-3.0132130125218963,-1.1707972204307626
100024,longcp,-2.475874330132276,0.31875026914921223
100025,longcp,-2.383338810856666,-0.23005286690824645
100026,longcp,-2.5373481658462134,0.3060162797591298
100027,longcp,-2.8024307146154674,1.5145273308943517
100028,longcp,-2.4688136909151583,-0.473953069307249
100029,longcp,-2.2456290126419916,-1.3867023490037969
100030,longcp,-2.0990720203212776,-1.6971005000861237
100031,longcp,-2.7515045950343175,0.7503355510050718
100032,longcp,-1.7136499975252355,-0.5236705353712366
100033,longcp,-1.7777023060704622,-0.7119861548083024
100034,longcp,-3.0978612867856943,2.0664810657983472
100035,longcp,-2.2991182399046406,1.5734880235991502
100036,longcp,-2.167175132129383,1.1535784740263315
100037,longcp,-1.8523412212670631,-0.10652912021212851
100038,longcp,-2.9216662369517996,1.7099261928347196
100039,longcp,-2.5439661984124946,0.4407470135649097
100040,longcp,-1.7320147443142968,-0.5855149152382363
100041,longcp,-2.6492300430075426,0.8902990927515794
100042,longcp,-2.7114064863381593,1.2114744131515607
100043,longcp,-2.0381787134120812,-1.7161350349444742
100044,longcp,-2.716806143594124,1.1589700537698242
100045,longcp,-2.569677303121892,0.01483688266197217
100046,longcp,-1.697375805306262,-0.842850033829935
100047,longcp,-2.6037916734525566,0.3633175186906053
100048,longcp,-2.8720428420085944,1.546903972297436
100049,longcp,-2.20892398278352,-1.2940980022241895
100050,longcp,-2.0510865800078277,0.4499093158157258
100051,longcp,-2.9055166937372707,1.8366401511019657
100052,longcp,-2.7239560651646064,1.4613034106073377
100053,longcp,-2.2539809638661383,-0.9574156763271134
100054,longcp,-3.0923844963570652,2.0930628488966865
100055,longcp,-2.046973770908355,-1.9235050460728138
100056,longcp,-2.3182796846125524,-1.159674532436641
100057,longcp,-2.233716875217995,-0.9291592022522456
100058,longcp,-1.855644938722633,0.09904400343755829
100059,longcp,-2.2379228287805994,-1.536401306486118
100060,longcp,-2.4831916520091735,0.5950126796573674
100061,longcp,-2.3942152872493985,-0.08192586622578545
100062,longcp,-2.2661516027289434,-0.39870946462842455
100063,longcp,-1.5220744774180113,-1.4130410943249143
100064,longcp,-2.908177147294845,1.6206391274662337
100065,longcp,-2.2625909885930406,-0.9583970040618909
100066,longcp,-1.840570485195993,-0.13113688644719493
100067,longcp,-2.5170921527936057,0.22577465802732175
100068,longcp,-2.0763098617676166,-1.5599067159726618
100069,longcp,-2.844197273063677,-1.9893268400303967
100070,longcp,-1.5221625521659663,-1.2069655939197794
100071,longcp,-2.47584171916097,-0.020012937709075026
100072,longcp,-3.070969929947856,2.069554553393998
100073,longcp,-2.4445361674417847,2.2446966698653505
100074,longcp,-2.907287482791091,1.3318159601043509
100075,longcp,-1.9635882810827674,0.5590357640157039
100076,longcp,-2.332377089811035,-1.0834113358118895
100077,longcp,-2.3352399993018147,-0.9137717864450435
100078,longcp,-2.3585620275810646,-0.4654261075715226
100079,longcp,-2.4390311021380824,0.4948417551182209
100080,longcp,-2.6695554645710007,1.3391107984766057
100081,longcp,-1.9458260550594766,0.45062862926239383
100082,longcp,-2.6916574288258976,1.4014581436981162
100083,longcp,-3.092263874818975,2.142393177230865
100084,longcp,-1.8162730188452594,-0.07729012606491718
100085,longcp,-2.1529481553241254,-1.5915796777866191
100086,longcp,-2.557383352415442,0.2341584785078242
100087,longcp,-2.3898255253705534,-0.28933289058589223
100088,longcp,-2.34573125257073,0.1748470099433549
100089,longcp,-2.0409139477530767,-1.8709176817904944
100090,longcp,-2.450460260640568,0.2852321655090521
100091,longcp,-2.817939708578043,-2.0382365881462734
100092,longcp,-2.4684751474362634,0.12280671391820161
100093,longcp,-2.2440545075628835,-0.3184071252108227
100094,longcp,-2.869696990457346,1.8251618100909617
100095,longcp,-1.964937208134645,0.4115357525812164
100096,longcp,-2.9500248436112204,1.7312679040641372
100097,longcp,-1.9834661282547539,-1.7747934910589438
100098,longcp,-2.162595995815638,-0.6943839271839937
100099,longcp,-2.7925099401724207,1.0310596049729477
100100,longcp,-2.238131581395466,-0.024512945101434633
